"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'41224," 救吝免厘家",'4103,"92技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4104,"93技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4105,"94技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4301,"95技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4302,"96技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4303,"97技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4304,"98技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4305,"99技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'440,"100技 捞惑",2025,0.0000,0.0000,0.0000
'41250," 悼滴玫矫",'000,"拌",2025,86438.0000,43066.0000,43372.0000
'41250," 悼滴玫矫",'0401,"0技",2025,273.0000,146.0000,127.0000
'41250," 悼滴玫矫",'0402,"1技",2025,248.0000,136.0000,112.0000
'41250," 悼滴玫矫",'0403,"2技",2025,254.0000,131.0000,123.0000
'41250," 悼滴玫矫",'0404,"3技",2025,300.0000,147.0000,153.0000
'41250," 悼滴玫矫",'0405,"4技",2025,315.0000,163.0000,152.0000
'41250," 悼滴玫矫",'0501,"5技",2025,339.0000,168.0000,171.0000
'41250," 悼滴玫矫",'0502,"6技",2025,382.0000,188.0000,194.0000
'41250," 悼滴玫矫",'0503,"7技",2025,393.0000,217.0000,176.0000
'41250," 悼滴玫矫",'0504,"8技",2025,505.0000,251.0000,254.0000
'41250," 悼滴玫矫",'0505,"9技",2025,575.0000,302.0000,273.0000
'41250," 悼滴玫矫",'0701,"10技",2025,593.0000,324.0000,269.0000
'41250," 悼滴玫矫",'0702,"11技",2025,661.0000,359.0000,302.0000
'41250," 悼滴玫矫",'0703,"12技",2025,663.0000,332.0000,331.0000
'41250," 悼滴玫矫",'0704,"13技",2025,733.0000,374.0000,359.0000
'41250," 悼滴玫矫",'0705,"14技",2025,766.0000,384.0000,382.0000
'41250," 悼滴玫矫",'1001,"15技",2025,793.0000,402.0000,391.0000
'41250," 悼滴玫矫",'1002,"16技",2025,803.0000,381.0000,422.0000
'41250," 悼滴玫矫",'1003,"17技",2025,766.0000,365.0000,401.0000
'41250," 悼滴玫矫",'1004,"18技",2025,839.0000,423.0000,416.0000
'41250," 悼滴玫矫",'1005,"19技",2025,786.0000,410.0000,376.0000
'41250," 悼滴玫矫",'1201,"20技",2025,695.0000,351.0000,344.0000
'41250," 悼滴玫矫",'1202,"21技",2025,778.0000,400.0000,378.0000
'41250," 悼滴玫矫",'1203,"22技",2025,826.0000,447.0000,379.0000
'41250," 悼滴玫矫",'1204,"23技",2025,761.0000,395.0000,366.0000
'41250," 悼滴玫矫",'1205,"24技",2025,850.0000,442.0000,408.0000
'41250," 悼滴玫矫",'1301,"25技",2025,997.0000,521.0000,476.0000
'41250," 悼滴玫矫",'1302,"26技",2025,923.0000,530.0000,393.0000
'41250," 悼滴玫矫",'1303,"27技",2025,929.0000,520.0000,409.0000
'41250," 悼滴玫矫",'1304,"28技",2025,912.0000,481.0000,431.0000
'41250," 悼滴玫矫",'1305,"29技",2025,854.0000,475.0000,379.0000
'41250," 悼滴玫矫",'1501,"30技",2025,977.0000,538.0000,439.0000
'41250," 悼滴玫矫",'1502,"31技",2025,905.0000,529.0000,376.0000
'41250," 悼滴玫矫",'1503,"32技",2025,901.0000,521.0000,380.0000
'41250," 悼滴玫矫",'1504,"33技",2025,884.0000,472.0000,412.0000
'41250," 悼滴玫矫",'1505,"34技",2025,849.0000,472.0000,377.0000
'41250," 悼滴玫矫",'1601,"35技",2025,829.0000,465.0000,364.0000
'41250," 悼滴玫矫",'1602,"36技",2025,710.0000,375.0000,335.0000
'41250," 悼滴玫矫",'1603,"37技",2025,746.0000,398.0000,348.0000
'41250," 悼滴玫矫",'1604,"38技",2025,757.0000,365.0000,392.0000
'41250," 悼滴玫矫",'1605,"39技",2025,792.0000,416.0000,376.0000
'41250," 悼滴玫矫",'1801,"40技",2025,909.0000,473.0000,436.0000
'41250," 悼滴玫矫",'1802,"41技",2025,917.0000,446.0000,471.0000
'41250," 悼滴玫矫",'1803,"42技",2025,999.0000,514.0000,485.0000
'41250," 悼滴玫矫",'1804,"43技",2025,1179.0000,593.0000,586.0000
'41250," 悼滴玫矫",'1805,"44技",2025,1246.0000,623.0000,623.0000
'41250," 悼滴玫矫",'1901,"45技",2025,1184.0000,610.0000,574.0000
'41250," 悼滴玫矫",'1902,"46技",2025,1258.0000,639.0000,619.0000
'41250," 悼滴玫矫",'1903,"47技",2025,1055.0000,555.0000,500.0000
'41250," 悼滴玫矫",'1904,"48技",2025,1196.0000,604.0000,592.0000
'41250," 悼滴玫矫",'1905,"49技",2025,1253.0000,672.0000,581.0000
'41250," 悼滴玫矫",'2101,"50技",2025,1340.0000,696.0000,644.0000
'41250," 悼滴玫矫",'2102,"51技",2025,1471.0000,748.0000,723.0000
'41250," 悼滴玫矫",'2103,"52技",2025,1570.0000,795.0000,775.0000
'41250," 悼滴玫矫",'2104,"53技",2025,1645.0000,858.0000,787.0000
'41250," 悼滴玫矫",'2105,"54技",2025,1620.0000,848.0000,772.0000
'41250," 悼滴玫矫",'2301,"55技",2025,1715.0000,862.0000,853.0000
'41250," 悼滴玫矫",'2302,"56技",2025,1678.0000,887.0000,791.0000
'41250," 悼滴玫矫",'2303,"57技",2025,1668.0000,888.0000,780.0000
'41250," 悼滴玫矫",'2304,"58技",2025,1550.0000,830.0000,720.0000
'41250," 悼滴玫矫",'2305,"59技",2025,1508.0000,842.0000,666.0000
'41250," 悼滴玫矫",'2601,"60技",2025,1606.0000,826.0000,780.0000
'41250," 悼滴玫矫",'2602,"61技",2025,1568.0000,804.0000,764.0000
'41250," 悼滴玫矫",'2603,"62技",2025,1494.0000,780.0000,714.0000
'41250," 悼滴玫矫",'2604,"63技",2025,1630.0000,834.0000,796.0000
'41250," 悼滴玫矫",'2605,"64技",2025,1711.0000,864.0000,847.0000
'41250," 悼滴玫矫",'2801,"65技",2025,1677.0000,850.0000,827.0000
'41250," 悼滴玫矫",'2802,"66技",2025,1594.0000,783.0000,811.0000
'41250," 悼滴玫矫",'2803,"67技",2025,1586.0000,775.0000,811.0000
'41250," 悼滴玫矫",'2804,"68技",2025,1410.0000,713.0000,697.0000
'41250," 悼滴玫矫",'2805,"69技",2025,1278.0000,620.0000,658.0000
'41250," 悼滴玫矫",'3101,"70技",2025,1382.0000,663.0000,719.0000
'41250," 悼滴玫矫",'3102,"71技",2025,1136.0000,550.0000,586.0000
'41250," 悼滴玫矫",'3103,"72技",2025,1025.0000,439.0000,586.0000
'41250," 悼滴玫矫",'3104,"73技",2025,1058.0000,470.0000,588.0000
'41250," 悼滴玫矫",'3105,"74技",2025,749.0000,323.0000,426.0000
'41250," 悼滴玫矫",'3301,"75技",2025,804.0000,351.0000,453.0000
'41250," 悼滴玫矫",'3302,"76技",2025,864.0000,376.0000,488.0000
'41250," 悼滴玫矫",'3303,"77技",2025,911.0000,374.0000,537.0000
'41250," 悼滴玫矫",'3304,"78技",2025,938.0000,396.0000,542.0000
'41250," 悼滴玫矫",'3305,"79技",2025,737.0000,319.0000,418.0000
'41250," 悼滴玫矫",'3601,"80技",2025,658.0000,262.0000,396.0000
'41250," 悼滴玫矫",'3602,"81技",2025,688.0000,244.0000,444.0000
'41250," 悼滴玫矫",'3603,"82技",2025,666.0000,270.0000,396.0000
'41250," 悼滴玫矫",'3604,"83技",2025,812.0000,288.0000,524.0000
'41250," 悼滴玫矫",'3605,"84技",2025,684.0000,261.0000,423.0000
'41250," 悼滴玫矫",'3801,"85技",2025,534.0000,186.0000,348.0000
'41250," 悼滴玫矫",'3802,"86技",2025,500.0000,162.0000,338.0000
'41250," 悼滴玫矫",'3803,"87技",2025,405.0000,140.0000,265.0000
'41250," 悼滴玫矫",'3804,"88技",2025,356.0000,115.0000,241.0000
'41250," 悼滴玫矫",'3805,"89技",2025,295.0000,94.0000,201.0000
'41250," 悼滴玫矫",'4101,"90技",2025,216.0000,59.0000,157.0000
'41250," 悼滴玫矫",'4102,"91技",2025,172.0000,49.0000,123.0000
'41250," 悼滴玫矫",'4103,"92技",2025,121.0000,36.0000,85.0000
'41250," 悼滴玫矫",'4104,"93技",2025,101.0000,33.0000,68.0000
'41250," 悼滴玫矫",'4105,"94技",2025,66.0000,17.0000,49.0000
'41250," 悼滴玫矫",'4301,"95技",2025,45.0000,7.0000,38.0000
'41250," 悼滴玫矫",'4302,"96技",2025,45.0000,13.0000,32.0000
'41250," 悼滴玫矫",'4303,"97技",2025,44.0000,9.0000,35.0000
'41250," 悼滴玫矫",'4304,"98技",2025,17.0000,4.0000,13.0000
'41250," 悼滴玫矫",'4305,"99技",2025,14.0000,3.0000,11.0000
'41250," 悼滴玫矫",'440,"100技 捞惑",2025,18.0000,5.0000,13.0000
'41270," 救魂矫",'000,"拌",2025,612508.0000,313809.0000,298699.0000
'41270," 救魂矫",'0401,"0技",2025,2693.0000,1326.0000,1367.0000
'41270," 救魂矫",'0402,"1技",2025,2427.0000,1272.0000,1155.0000
'41270," 救魂矫",'0403,"2技",2025,2452.0000,1241.0000,1211.0000
'41270," 救魂矫",'0404,"3技",2025,2575.0000,1310.0000,1265.0000
'41270," 救魂矫",'0405,"4技",2025,2667.0000,1362.0000,1305.0000
'41270," 救魂矫",'0501,"5技",2025,2806.0000,1443.0000,1363.0000
'41270," 救魂矫",'0502,"6技",2025,3070.0000,1556.0000,1514.0000
'41270," 救魂矫",'0503,"7技",2025,3286.0000,1649.0000,1637.0000
'41270," 救魂矫",'0504,"8技",2025,3550.0000,1834.0000,1716.0000
'41270," 救魂矫",'0505,"9技",2025,4114.0000,2125.0000,1989.0000
'41270," 救魂矫",'0701,"10技",2025,4495.0000,2237.0000,2258.0000
'41270," 救魂矫",'0702,"11技",2025,4552.0000,2336.0000,2216.0000
'41270," 救魂矫",'0703,"12技",2025,4612.0000,2385.0000,2227.0000
'41270," 救魂矫",'0704,"13技",2025,5164.0000,2645.0000,2519.0000
'41270," 救魂矫",'0705,"14技",2025,5253.0000,2650.0000,2603.0000
'41270," 救魂矫",'1001,"15技",2025,5430.0000,2826.0000,2604.0000
'41270," 救魂矫",'1002,"16技",2025,5254.0000,2718.0000,2536.0000
'41270," 救魂矫",'1003,"17技",2025,5730.0000,3000.0000,2730.0000
'41270," 救魂矫",'1004,"18技",2025,6271.0000,3216.0000,3055.0000
'41270," 救魂矫",'1005,"19技",2025,5604.0000,2845.0000,2759.0000
'41270," 救魂矫",'1201,"20技",2025,5837.0000,2949.0000,2888.0000
'41270," 救魂矫",'1202,"21技",2025,6537.0000,3380.0000,3157.0000
'41270," 救魂矫",'1203,"22技",2025,6846.0000,3564.0000,3282.0000
'41270," 救魂矫",'1204,"23技",2025,7284.0000,3790.0000,3494.0000
'41270," 救魂矫",'1205,"24技",2025,8395.0000,4428.0000,3967.0000
'41270," 救魂矫",'1301,"25技",2025,9658.0000,5156.0000,4502.0000
'41270," 救魂矫",'1302,"26技",2025,9305.0000,5022.0000,4283.0000
'41270," 救魂矫",'1303,"27技",2025,9260.0000,4988.0000,4272.0000
'41270," 救魂矫",'1304,"28技",2025,9611.0000,5263.0000,4348.0000
'41270," 救魂矫",'1305,"29技",2025,9699.0000,5268.0000,4431.0000
'41270," 救魂矫",'1501,"30技",2025,9877.0000,5450.0000,4427.0000
'41270," 救魂矫",'1502,"31技",2025,9656.0000,5394.0000,4262.0000
'41270," 救魂矫",'1503,"32技",2025,9238.0000,5192.0000,4046.0000
'41270," 救魂矫",'1504,"33技",2025,9581.0000,5320.0000,4261.0000
'41270," 救魂矫",'1505,"34技",2025,8642.0000,4785.0000,3857.0000
'41270," 救魂矫",'1601,"35技",2025,7753.0000,4324.0000,3429.0000
'41270," 救魂矫",'1602,"36技",2025,7395.0000,4085.0000,3310.0000
'41270," 救魂矫",'1603,"37技",2025,7250.0000,3996.0000,3254.0000
'41270," 救魂矫",'1604,"38技",2025,6688.0000,3682.0000,3006.0000
'41270," 救魂矫",'1605,"39技",2025,6936.0000,3817.0000,3119.0000
'41270," 救魂矫",'1801,"40技",2025,6940.0000,3714.0000,3226.0000
'41270," 救魂矫",'1802,"41技",2025,7111.0000,3755.0000,3356.0000
'41270," 救魂矫",'1803,"42技",2025,8008.0000,4269.0000,3739.0000
'41270," 救魂矫",'1804,"43技",2025,8712.0000,4660.0000,4052.0000
'41270," 救魂矫",'1805,"44技",2025,9071.0000,4798.0000,4273.0000
'41270," 救魂矫",'1901,"45技",2025,9327.0000,4869.0000,4458.0000
'41270," 救魂矫",'1902,"46技",2025,9212.0000,4767.0000,4445.0000
'41270," 救魂矫",'1903,"47技",2025,8424.0000,4374.0000,4050.0000
'41270," 救魂矫",'1904,"48技",2025,9222.0000,4727.0000,4495.0000
'41270," 救魂矫",'1905,"49技",2025,9132.0000,4611.0000,4521.0000
'41270," 救魂矫",'2101,"50技",2025,10071.0000,5169.0000,4902.0000
'41270," 救魂矫",'2102,"51技",2025,11121.0000,5703.0000,5418.0000
'41270," 救魂矫",'2103,"52技",2025,11728.0000,5803.0000,5925.0000
'41270," 救魂矫",'2104,"53技",2025,11907.0000,5911.0000,5996.0000
'41270," 救魂矫",'2105,"54技",2025,12716.0000,6321.0000,6395.0000
'41270," 救魂矫",'2301,"55技",2025,12719.0000,6340.0000,6379.0000
'41270," 救魂矫",'2302,"56技",2025,13069.0000,6335.0000,6734.0000
'41270," 救魂矫",'2303,"57技",2025,13227.0000,6619.0000,6608.0000
'41270," 救魂矫",'2304,"58技",2025,12178.0000,5985.0000,6193.0000
'41270," 救魂矫",'2305,"59技",2025,11749.0000,6132.0000,5617.0000
'41270," 救魂矫",'2601,"60技",2025,12230.0000,6174.0000,6056.0000
'41270," 救魂矫",'2602,"61技",2025,11512.0000,5972.0000,5540.0000
'41270," 救魂矫",'2603,"62技",2025,10474.0000,5517.0000,4957.0000
'41270," 救魂矫",'2604,"63技",2025,11408.0000,6002.0000,5406.0000
'41270," 救魂矫",'2605,"64技",2025,11277.0000,5875.0000,5402.0000
'41270," 救魂矫",'2801,"65技",2025,10927.0000,5704.0000,5223.0000
'41270," 救魂矫",'2802,"66技",2025,9485.0000,4978.0000,4507.0000
'41270," 救魂矫",'2803,"67技",2025,8446.0000,4402.0000,4044.0000
'41270," 救魂矫",'2804,"68技",2025,7755.0000,3985.0000,3770.0000
'41270," 救魂矫",'2805,"69技",2025,6519.0000,3338.0000,3181.0000
'41270," 救魂矫",'3101,"70技",2025,6327.0000,3193.0000,3134.0000
'41270," 救魂矫",'3102,"71技",2025,5212.0000,2508.0000,2704.0000
'41270," 救魂矫",'3103,"72技",2025,4143.0000,2058.0000,2085.0000
'41270," 救魂矫",'3104,"73技",2025,4603.0000,2152.0000,2451.0000
'41270," 救魂矫",'3105,"74技",2025,3109.0000,1503.0000,1606.0000
'41270," 救魂矫",'3301,"75技",2025,3348.0000,1554.0000,1794.0000
'41270," 救魂矫",'3302,"76技",2025,3201.0000,1501.0000,1700.0000
'41270," 救魂矫",'3303,"77技",2025,3098.0000,1396.0000,1702.0000
'41270," 救魂矫",'3304,"78技",2025,3048.0000,1358.0000,1690.0000
'41270," 救魂矫",'3305,"79技",2025,2459.0000,1031.0000,1428.0000
'41270," 救魂矫",'3601,"80技",2025,2148.0000,870.0000,1278.0000
'41270," 救魂矫",'3602,"81技",2025,2134.0000,859.0000,1275.0000
'41270," 救魂矫",'3603,"82技",2025,2188.0000,837.0000,1351.0000
'41270," 救魂矫",'3604,"83技",2025,2371.0000,890.0000,1481.0000
'41270," 救魂矫",'3605,"84技",2025,1949.0000,655.0000,1294.0000
'41270," 救魂矫",'3801,"85技",2025,1601.0000,540.0000,1061.0000
'41270," 救魂矫",'3802,"86技",2025,1557.0000,504.0000,1053.0000
'41270," 救魂矫",'3803,"87技",2025,1327.0000,401.0000,926.0000
'41270," 救魂矫",'3804,"88技",2025,1121.0000,318.0000,803.0000
'41270," 救魂矫",'3805,"89技",2025,1013.0000,272.0000,741.0000
'41270," 救魂矫",'4101,"90技",2025,920.0000,239.0000,681.0000
'41270," 救魂矫",'4102,"91技",2025,641.0000,137.0000,504.0000
'41270," 救魂矫",'4103,"92技",2025,500.0000,105.0000,395.0000
'41270," 救魂矫",'4104,"93技",2025,409.0000,101.0000,308.0000
'41270," 救魂矫",'4105,"94技",2025,256.0000,58.0000,198.0000
'41270," 救魂矫",'4301,"95技",2025,214.0000,39.0000,175.0000
'41270," 救魂矫",'4302,"96技",2025,136.0000,32.0000,104.0000
'41270," 救魂矫",'4303,"97技",2025,99.0000,18.0000,81.0000
'41270," 救魂矫",'4304,"98技",2025,84.0000,8.0000,76.0000
'41270," 救魂矫",'4305,"99技",2025,49.0000,5.0000,44.0000
'41270," 救魂矫",'440,"100技 捞惑",2025,113.0000,29.0000,84.0000
'41271," 惑废备",'000,"拌",2025,322739.0000,164830.0000,157909.0000
'41271," 惑废备",'0401,"0技",2025,1248.0000,597.0000,651.0000
'41271," 惑废备",'0402,"1技",2025,1056.0000,561.0000,495.0000
'41271," 惑废备",'0403,"2技",2025,1108.0000,555.0000,553.0000
'41271," 惑废备",'0404,"3技",2025,1142.0000,596.0000,546.0000
'41271," 惑废备",'0405,"4技",2025,1249.0000,634.0000,615.0000
'41271," 惑废备",'0501,"5技",2025,1334.0000,683.0000,651.0000
'41271," 惑废备",'0502,"6技",2025,1502.0000,732.0000,770.0000
'41271," 惑废备",'0503,"7技",2025,1664.0000,857.0000,807.0000
'41271," 惑废备",'0504,"8技",2025,1761.0000,928.0000,833.0000
'41271," 惑废备",'0505,"9技",2025,2138.0000,1108.0000,1030.0000
'41271," 惑废备",'0701,"10技",2025,2410.0000,1208.0000,1202.0000
'41271," 惑废备",'0702,"11技",2025,2479.0000,1273.0000,1206.0000
'41271," 惑废备",'0703,"12技",2025,2474.0000,1261.0000,1213.0000
'41271," 惑废备",'0704,"13技",2025,2714.0000,1407.0000,1307.0000
'41271," 惑废备",'0705,"14技",2025,2856.0000,1464.0000,1392.0000
'41271," 惑废备",'1001,"15技",2025,2916.0000,1476.0000,1440.0000
'41271," 惑废备",'1002,"16技",2025,2802.0000,1452.0000,1350.0000
'41271," 惑废备",'1003,"17技",2025,2997.0000,1562.0000,1435.0000
'41271," 惑废备",'1004,"18技",2025,3297.0000,1658.0000,1639.0000
'41271," 惑废备",'1005,"19技",2025,3081.0000,1524.0000,1557.0000
'41271," 惑废备",'1201,"20技",2025,3203.0000,1605.0000,1598.0000
'41271," 惑废备",'1202,"21技",2025,3525.0000,1803.0000,1722.0000
'41271," 惑废备",'1203,"22技",2025,3819.0000,2002.0000,1817.0000
'41271," 惑废备",'1204,"23技",2025,4054.0000,2160.0000,1894.0000
'41271," 惑废备",'1205,"24技",2025,4665.0000,2452.0000,2213.0000
'41271," 惑废备",'1301,"25技",2025,5208.0000,2854.0000,2354.0000
'41271," 惑废备",'1302,"26技",2025,4999.0000,2716.0000,2283.0000
'41271," 惑废备",'1303,"27技",2025,4905.0000,2647.0000,2258.0000
'41271," 惑废备",'1304,"28技",2025,5087.0000,2767.0000,2320.0000
'41271," 惑废备",'1305,"29技",2025,5029.0000,2778.0000,2251.0000
'41271," 惑废备",'1501,"30技",2025,5133.0000,2869.0000,2264.0000
'41271," 惑废备",'1502,"31技",2025,4895.0000,2742.0000,2153.0000
'41271," 惑废备",'1503,"32技",2025,4679.0000,2615.0000,2064.0000
'41271," 惑废备",'1504,"33技",2025,4759.0000,2682.0000,2077.0000
'41271," 惑废备",'1505,"34技",2025,4246.0000,2358.0000,1888.0000
'41271," 惑废备",'1601,"35技",2025,3702.0000,2107.0000,1595.0000
'41271," 惑废备",'1602,"36技",2025,3539.0000,1961.0000,1578.0000
'41271," 惑废备",'1603,"37技",2025,3444.0000,1893.0000,1551.0000
'41271," 惑废备",'1604,"38技",2025,3163.0000,1710.0000,1453.0000
'41271," 惑废备",'1605,"39技",2025,3380.0000,1818.0000,1562.0000
'41271," 惑废备",'1801,"40技",2025,3484.0000,1843.0000,1641.0000
'41271," 惑废备",'1802,"41技",2025,3623.0000,1894.0000,1729.0000
'41271," 惑废备",'1803,"42技",2025,4169.0000,2173.0000,1996.0000
'41271," 惑废备",'1804,"43技",2025,4488.0000,2370.0000,2118.0000
'41271," 惑废备",'1805,"44技",2025,4592.0000,2383.0000,2209.0000
'41271," 惑废备",'1901,"45技",2025,4840.0000,2543.0000,2297.0000
'41271," 惑废备",'1902,"46技",2025,4843.0000,2467.0000,2376.0000
'41271," 惑废备",'1903,"47技",2025,4447.0000,2350.0000,2097.0000
'41271," 惑废备",'1904,"48技",2025,4949.0000,2540.0000,2409.0000
'41271," 惑废备",'1905,"49技",2025,4834.0000,2462.0000,2372.0000
'41271," 惑废备",'2101,"50技",2025,5350.0000,2689.0000,2661.0000
'41271," 惑废备",'2102,"51技",2025,5850.0000,2971.0000,2879.0000
'41271," 惑废备",'2103,"52技",2025,6332.0000,3089.0000,3243.0000
'41271," 惑废备",'2104,"53技",2025,6496.0000,3273.0000,3223.0000
'41271," 惑废备",'2105,"54技",2025,6839.0000,3374.0000,3465.0000
'41271," 惑废备",'2301,"55技",2025,6920.0000,3465.0000,3455.0000
'41271," 惑废备",'2302,"56技",2025,7104.0000,3430.0000,3674.0000
'41271," 惑废备",'2303,"57技",2025,7036.0000,3531.0000,3505.0000
'41271," 惑废备",'2304,"58技",2025,6603.0000,3264.0000,3339.0000
'41271," 惑废备",'2305,"59技",2025,6319.0000,3276.0000,3043.0000
'41271," 惑废备",'2601,"60技",2025,6618.0000,3353.0000,3265.0000
'41271," 惑废备",'2602,"61技",2025,6123.0000,3180.0000,2943.0000
'41271," 惑废备",'2603,"62技",2025,5554.0000,2943.0000,2611.0000
'41271," 惑废备",'2604,"63技",2025,6026.0000,3204.0000,2822.0000
'41271," 惑废备",'2605,"64技",2025,6061.0000,3195.0000,2866.0000
'41271," 惑废备",'2801,"65技",2025,5734.0000,2970.0000,2764.0000
'41271," 惑废备",'2802,"66技",2025,5033.0000,2640.0000,2393.0000
'41271," 惑废备",'2803,"67技",2025,4424.0000,2298.0000,2126.0000
'41271," 惑废备",'2804,"68技",2025,4106.0000,2103.0000,2003.0000
'41271," 惑废备",'2805,"69技",2025,3466.0000,1773.0000,1693.0000
'41271," 惑废备",'3101,"70技",2025,3317.0000,1663.0000,1654.0000
'41271," 惑废备",'3102,"71技",2025,2788.0000,1329.0000,1459.0000
'41271," 惑废备",'3103,"72技",2025,2241.0000,1090.0000,1151.0000
'41271," 惑废备",'3104,"73技",2025,2461.0000,1144.0000,1317.0000
'41271," 惑废备",'3105,"74技",2025,1634.0000,764.0000,870.0000
'41271," 惑废备",'3301,"75技",2025,1763.0000,823.0000,940.0000
'41271," 惑废备",'3302,"76技",2025,1698.0000,790.0000,908.0000
'41271," 惑废备",'3303,"77技",2025,1751.0000,784.0000,967.0000
'41271," 惑废备",'3304,"78技",2025,1724.0000,757.0000,967.0000
'41271," 惑废备",'3305,"79技",2025,1402.0000,565.0000,837.0000
'41271," 惑废备",'3601,"80技",2025,1261.0000,520.0000,741.0000
'41271," 惑废备",'3602,"81技",2025,1191.0000,469.0000,722.0000
'41271," 惑废备",'3603,"82技",2025,1280.0000,485.0000,795.0000
'41271," 惑废备",'3604,"83技",2025,1377.0000,503.0000,874.0000
'41271," 惑废备",'3605,"84技",2025,1139.0000,380.0000,759.0000
'41271," 惑废备",'3801,"85技",2025,932.0000,299.0000,633.0000
'41271," 惑废备",'3802,"86技",2025,911.0000,287.0000,624.0000
'41271," 惑废备",'3803,"87技",2025,798.0000,247.0000,551.0000
'41271," 惑废备",'3804,"88技",2025,647.0000,191.0000,456.0000
'41271," 惑废备",'3805,"89技",2025,566.0000,161.0000,405.0000
'41271," 惑废备",'4101,"90技",2025,513.0000,140.0000,373.0000
'41271," 惑废备",'4102,"91技",2025,357.0000,75.0000,282.0000
'41271," 惑废备",'4103,"92技",2025,287.0000,61.0000,226.0000
'41271," 惑废备",'4104,"93技",2025,226.0000,56.0000,170.0000
'41271," 惑废备",'4105,"94技",2025,144.0000,44.0000,100.0000
'41271," 惑废备",'4301,"95技",2025,121.0000,27.0000,94.0000
'41271," 惑废备",'4302,"96技",2025,90.0000,22.0000,68.0000
'41271," 惑废备",'4303,"97技",2025,57.0000,9.0000,48.0000
'41271," 惑废备",'4304,"98技",2025,50.0000,3.0000,47.0000
'41271," 惑废备",'4305,"99技",2025,23.0000,2.0000,21.0000
'41271," 惑废备",'440,"100技 捞惑",2025,65.0000,19.0000,46.0000
'41273," 窜盔备",'000,"拌",2025,289769.0000,148979.0000,140790.0000
